Name,Code,Type,DrainArea,SubBasin,City,State,Responsib,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD,QScore,QLabel,IsStudy
CRISTAL,55744000,1,1280.0,55,PEDRO CANÁRIO,ESPÍRITO SANTO,ANA,-18.0908,-40.1142,2001-02-11,2010-04-30,10,5.4,4,60.0,0.4326,Limitada,0
PEDRO CANÁRIO (Estância Pico),55746000,1,1670.0,55,PEDRO CANÁRIO,ESPÍRITO SANTO,ANA,-18.2647,-40.0336,2001-02-10,2018-01-29,18,7.8,10,44.4,0.5982,Moderada,0
ITAUNINHAS  (BR-101),55747000,1,597.0,55,CONCEIÇÃO DA BARRA,ESPÍRITO SANTO,ANA,-18.4122,-39.9364,2001-02-09,2018-12-31,18,17.2,10,44.4,0.5418,Moderada,0
FIDELÂNDIA MONTANTE,55779000,1,781.0,55,ATALÉIA,MINAS GERAIS,ANA,-18.1936,-41.2486,1995-09-01,2018-12-31,24,2.9,18,25.0,0.7026,Moderada,0
FIDELÂNDIA,55780000,1,781.0,55,ATALÉIA,MINAS GERAIS,ANA,-18.2,-41.25,1972-11-10,1995-09-27,24,5.0,19,20.8,0.57,Moderada,0
FIDELÂNDIA VELHO,55780002,1,839.0,55,ATALÉIA,MINAS GERAIS,ANA,-18.2,-41.75,1966-01-01,1972-11-09,7,0.0,5,28.6,0.3875,Limitada,0
ATALÉIA,55790000,1,424.0,55,ATALÉIA,MINAS GERAIS,ANA,-18.0453,-41.1122,1965-12-17,2018-12-31,54,0.1,52,3.7,0.9194,Excelente,0
FAZENDA CACHOEIRA BONITA,55795000,1,132.0,55,ECOPORANGA,ESPÍRITO SANTO,ANA,-18.3239,-40.7797,2001-02-18,2010-04-30,10,4.8,4,60.0,0.4362,Limitada,0
FAZENDA SÃO MATEUS,55800005,1,4170.0,55,ECOPORANGA,ESPÍRITO SANTO,ANA,-18.1231,-40.8831,1963-11-04,2019-12-31,57,7.2,44,22.8,0.8868,Excelente,0
SÃO JOÃO DA CACHOEIRA GRANDE,55850000,1,6930.0,55,SÃO MATEUS,ESPÍRITO SANTO,ANA,-18.5639,-40.3361,1963-11-01,2019-12-31,57,4.9,47,17.5,0.9006,Excelente,0
JUSANTE BARRA DO ARIRANHA,55884990,1,1490.0,55,MANTENA,MINAS GERAIS,ANA,-18.6656,-41.0992,1988-04-01,2019-12-31,32,16.2,13,59.4,0.7328,Moderada,0
BARRA DO ARIRANHA - MONTANTE,55884998,1,1490.0,55,MANTENA,MINAS GERAIS,ANA,-18.6667,-41.1,1976-02-12,1986-12-31,11,12.1,6,45.5,0.3649,Limitada,0
BARRA DO ARIRANHA,55885000,1,1550.0,55,MANTENA,MINAS GERAIS,ANA,-18.6667,-41.05,1972-10-11,1977-05-31,6,12.2,0,100.0,0.3018,Limitada,0
BARRA DO RIO PRETO,55895000,1,2500.0,55,BARRA DE SÃO FRANCI,ESPÍRITO SANTO,ANA,-18.6936,-40.8819,1963-12-19,2010-04-30,48,0.2,44,8.3,0.8388,Excelente,0
BARRA DE SÃO FRANCISCO,55900000,1,214.0,55,BARRA DE SÃO FRANCI,ESPÍRITO SANTO,ANA,-18.7556,-40.915,1968-11-01,2019-12-31,52,0.0,51,1.9,0.93,Excelente,0
CÓRREGO DA BOA ESPERANÇA,55920000,1,4190.0,55,NOVA VENÉCIA,ESPÍRITO SANTO,ANA,-18.7006,-40.4419,1963-11-01,2019-12-31,57,3.3,46,19.3,0.9102,Excelente,0
BOCA DA VALA,55960000,1,12000.0,55,SÃO MATEUS,ESPÍRITO SANTO,ANA,-18.6511,-40.0889,1974-08-24,2019-09-30,46,1.1,39,15.2,0.9234,Excelente,0
FAZENDA PIAUNAS,55970000,1,12100.0,55,SÃO MATEUS,ESPÍRITO SANTO,ANA,-18.645,-40.0017,1952-01-01,1974-07-26,23,5.2,14,39.1,0.5563,Moderada,0
SÃO JORGE DA BARRA SECA,55990200,1,454.5,55,VILA VALÉRIO,ESPÍRITO SANTO,ANA,-18.8494,-40.3381,2001-02-08,2019-01-31,19,8.8,11,42.1,0.6147,Moderada,0
FAZENDA DO RETIRO,56005000,1,87.0,56,CARANAÍBA,MINAS GERAIS,ANA,-20.9333,-43.6833,1937-05-16,1954-12-31,18,9.0,15,16.7,0.471,Limitada,0
PONTE DO SÃO LOURENÇO,56010000,1,558.0,56,CONSELHEIRO LAFAIET,MINAS GERAIS,ANA,-20.7833,-43.5667,1939-04-01,1965-12-31,27,8.7,22,18.5,0.5853,Moderada,0
CACHOEIRA DO GUARARA,56012000,1,161.0,56,OURO PRETO,MINAS GERAIS,ANA,-20.75,-43.5667,1944-07-01,1965-12-31,22,7.2,4,81.8,0.5318,Moderada,0
PIRANGA,56028000,1,1400.0,56,PIRANGA,MINAS GERAIS,ANA,-20.6906,-43.2994,1938-06-01,2019-09-30,82,0.6,76,7.3,0.9264,Excelente,0
DESTERRO DO MELO,56040000,1,42.0,56,DESTERRO DO MELO,MINAS GERAIS,ANA,-21.15,-43.5167,1940-04-01,1965-12-31,26,12.2,7,73.1,0.5518,Moderada,0
ALTO RIO DOCE,56050000,1,222.0,56,ALTO RIO DOCE,MINAS GERAIS,ANA,-21.0333,-43.4,1938-08-11,1965-12-31,28,6.1,23,17.9,0.6134,Moderada,0
BRÁZ PIRES,56055000,1,1090.0,56,BRÁS PIRES,MINAS GERAIS,ANA,-20.8475,-43.2419,1938-08-05,2019-11-30,82,0.4,77,6.1,0.9276,Excelente,0
SENADOR FIRMINO,56065000,1,297.0,56,SENADOR FIRMINO,MINAS GERAIS,ANA,-20.9117,-43.0972,1941-06-21,2019-09-30,79,1.0,72,8.9,0.924,Excelente,0
PORTO FIRME,56075000,1,4260.0,56,PORTO FIRME,MINAS GERAIS,ANA,-20.6703,-43.0881,1938-06-01,2019-11-30,82,1.0,77,6.1,0.924,Excelente,0
SERIQUITE,56085000,1,342.0,56,VIÇOSA,MINAS GERAIS,ANA,-20.7233,-42.9228,1941-06-19,2019-12-31,79,0.1,77,2.5,0.9294,Excelente,0
FAZENDA VARGINHA,56090000,1,328.0,56,PORTO FIRME,MINAS GERAIS,ANA,-20.7144,-42.9997,1941-06-20,2019-12-31,79,1.3,69,12.7,0.9222,Excelente,0
PONTE DO CARVALHO,56105000,1,126.0,56,PONTE NOVA,MINAS GERAIS,ANA,-20.4333,-42.8833,1952-03-27,1961-12-31,10,10.5,3,70.0,0.362,Limitada,0
PONTE NOVA,56110000,1,6210.0,56,PONTE NOVA,MINAS GERAIS,ANA,-20.4167,-42.9,1936-01-01,1975-07-31,40,1.0,36,10.0,0.794,Excelente,0
PONTE NOVA JUSANTE,56110005,1,6230.0,56,PONTE NOVA,MINAS GERAIS,ANA,-20.3839,-42.9028,1974-05-17,2019-12-31,46,0.4,43,6.5,0.9276,Excelente,0
USINA ANA FLORÊNCIA,56130000,1,256.0,56,PONTE NOVA,MINAS GERAIS,ANA,-20.35,-42.85,1950-05-26,1961-09-04,12,0.8,10,16.7,0.4452,Limitada,0
SÃO CAETANO DE MARIANA,56145000,1,138.0,56,MARIANA,MINAS GERAIS,ANA,-20.35,-43.3667,1930-06-16,1965-12-31,36,1.0,31,13.9,0.744,Moderada,0
FURQUIM,56148000,1,305.0,56,MARIANA,MINAS GERAIS,ANA,-20.3667,-43.2,1934-09-13,1972-02-29,39,30.6,20,48.7,0.6039,Moderada,0
MARIMBONDO,56150000,1,56.0,56,OURO PRETO,MINAS GERAIS,ANA,-20.5167,-43.6,1940-02-15,1954-12-31,15,5.7,10,33.3,0.4533,Limitada,0
PAI TOMÁS,56152000,1,13.0,56,OURO PRETO,MINAS GERAIS,ANA,-20.5,-43.6,1940-02-17,1954-12-31,15,6.6,10,33.3,0.4479,Limitada,0
LIMOEIRO,56155000,1,13.0,56,OURO PRETO,MINAS GERAIS,ANA,-20.5333,-43.65,1940-02-03,1954-12-31,15,4.7,11,26.7,0.4593,Limitada,0
PONTE SANTA RITA,56158000,1,20.0,56,OURO PRETO,MINAS GERAIS,ANA,-20.5167,-43.5667,1940-02-03,1947-12-31,8,8.6,4,50.0,0.3484,Limitada,0
PONTE ITATIÁIA,56160000,1,68.0,56,OURO PRETO,MINAS GERAIS,ANA,-20.4833,-43.5833,1940-02-04,1946-12-31,7,0.0,6,14.3,0.3875,Limitada,0
VARGEM DO TIJUCAL,56170000,1,56.0,56,OURO PRETO,MINAS GERAIS,ANA,-20.4833,-43.55,1938-08-01,1954-12-31,17,3.4,13,23.5,0.4921,Limitada,0
CHAPADA,56182000,1,48.0,56,OURO PRETO,MINAS GERAIS,ANA,-20.4333,-43.5667,1939-07-27,1965-12-31,27,1.2,23,14.8,0.6303,Moderada,0
FOJO,56185000,1,1.0,56,OURO PRETO,MINAS GERAIS,ANA,-20.4833,-43.5167,1939-07-29,1948-08-31,10,42.7,3,70.0,0.1688,Limitada,0
PONTE DO CABOCLO,56195000,1,326.0,56,OURO PRETO,MINAS GERAIS,ANA,-20.4833,-43.5,1938-08-01,1943-04-30,6,0.0,4,33.3,0.375,Limitada,0
FAZENDA PARAÍSO,56240000,1,855.0,56,MARIANA,MINAS GERAIS,ANA,-20.3903,-43.1819,1930-06-11,2019-12-31,90,0.1,86,4.4,0.9294,Excelente,0
ACAIACA,56335000,1,1330.0,56,ACAIACA,MINAS GERAIS,ANA,-20.3625,-43.1431,1940-11-01,1975-12-31,36,0.0,35,2.8,0.75,Moderada,0
ACAIACA JUSANTE,56335001,1,1370.0,56,ACAIACA,MINAS GERAIS,ANA,-20.3614,-43.1394,1975-07-01,2019-12-31,45,0.2,43,4.4,0.9288,Excelente,0
BICAS - JUSANTE,56336001,1,199.0,56,MARIANA,MINAS GERAIS,ANA,-20.25,-43.3667,1939-08-01,1942-12-31,4,0.0,3,25.0,0.35,Limitada,0
FAZENDA OCIDENTE,56337000,1,529.0,56,BARRA LONGA,MINAS GERAIS,ANA,-20.2672,-43.1008,1938-06-04,2019-12-31,82,1.0,77,6.1,0.924,Excelente,0
DOM SILVÉRIO,56340000,1,269.0,56,DOM SILVÉRIO,MINAS GERAIS,ANA,-20.1608,-42.9461,1949-06-01,1964-12-31,16,0.0,14,12.5,0.5,Limitada,0
SÃO MIGUEL DO ANTA,56385000,1,523.0,56,SÃO MIGUEL DO ANTA,MINAS GERAIS,ANA,-20.6997,-42.6731,1965-09-09,2019-12-31,55,0.2,51,7.3,0.9288,Excelente,0
JEQUERI,56400000,1,1370.0,56,JEQUERI,MINAS GERAIS,ANA,-20.45,-42.6667,1938-04-26,1965-12-31,28,1.1,24,14.3,0.6434,Moderada,0
RIO CASCA,56415000,1,2030.0,56,RIO CASCA,MINAS GERAIS,ANA,-20.2261,-42.65,1930-07-01,2019-01-17,90,1.6,77,14.4,0.9204,Excelente,0
FAZENDA CACHOEIRA D'ANTAS,56425000,1,10100.0,56,SÃO JOSÉ DO GOIABAL,MINAS GERAIS,ANA,-19.9944,-42.6744,1981-11-22,2019-12-31,39,0.2,36,7.7,0.9163,Excelente,0
PONTE DO PERES,56430000,1,12800.0,56,SÃO JOSÉ DO GOIABAL,MINAS GERAIS,ANA,-19.9,-42.5833,1968-07-01,1978-02-21,11,0.0,9,18.2,0.4375,Limitada,0
MATIPÓ,56460000,1,616.0,56,MATIPÓ,MINAS GERAIS,ANA,-20.2772,-42.3256,1965-10-07,2019-02-28,55,16.0,43,21.8,0.834,Excelente,0
CAPUTIRA,56470000,1,238.0,56,CAPUTIRA,MINAS GERAIS,ANA,-20.1667,-42.2667,1941-06-25,1957-12-30,17,4.5,11,35.3,0.4855,Limitada,0
RAUL SOARES MONTANTE,56484998,1,1350.0,56,RAUL SOARES,MINAS GERAIS,ANA,-20.1036,-42.44,1976-10-01,2019-11-30,44,1.7,39,11.4,0.9198,Excelente,0
RAUL SOARES,56485000,1,1390.0,56,RAUL SOARES,MINAS GERAIS,ANA,-20.1,-42.4333,1936-05-27,1977-11-30,42,0.9,38,9.5,0.7946,Excelente,0
ABRE CAMPO,56500000,1,273.0,56,ABRE CAMPO,MINAS GERAIS,ANA,-20.2989,-42.4783,1939-12-19,2019-12-31,81,10.8,67,17.3,0.8652,Excelente,0
INSTITUTO FLORESTAL RAUL SOARES,56510000,1,1870.0,56,RAUL SOARES,MINAS GERAIS,ANA,-20.0975,-42.4592,1982-01-25,2019-12-31,38,1.7,33,13.2,0.8948,Excelente,0
VERMELHO VELHO,56520000,1,163.0,56,RAUL SOARES,MINAS GERAIS,ANA,-19.9989,-42.3483,1944-01-04,2010-04-30,67,3.1,54,19.4,0.8214,Excelente,0
CACHOEIRA DOS ÓCULOS MONTANTE,56539000,1,15900.0,56,CÓRREGO NOVO,MINAS GERAIS,ANA,-19.7769,-42.4764,1974-09-13,2019-12-31,46,1.7,42,8.7,0.9198,Excelente,0
CACHOEIRA DOS ÓCULOS,56540001,1,16100.0,56,CÓRREGO NOVO,MINAS GERAIS,ANA,-19.7667,-42.4833,1972-10-21,1975-08-31,4,14.8,1,75.0,0.2612,Limitada,0
BOM JESUS DO GALHO,56565000,1,304.0,56,BOM JESUS DO GALHO,MINAS GERAIS,ANA,-19.8167,-42.3167,1941-04-17,1982-12-31,42,0.7,39,7.1,0.7958,Excelente,0
PINGO D'ÁGUA,56570000,1,855.0,56,BOM JESUS DO GALHO,MINAS GERAIS,ANA,-19.7086,-42.4456,1974-10-24,2019-12-31,46,0.4,42,8.7,0.9276,Excelente,0
FAZENDA ALEGRIA,56590000,1,57.0,56,MARIANA,MINAS GERAIS,ANA,-20.1667,-43.4667,1971-11-01,1977-04-30,7,0.0,5,28.6,0.3875,Limitada,0
RIO PIRACICABA,56610000,1,1160.0,56,RIO PIRACICABA,MINAS GERAIS,ANA,-19.9317,-43.1731,1925-12-15,2019-12-31,95,0.9,87,8.4,0.9246,Excelente,0
CONCEIÇÃO DO RIO ACIMA,56631000,1,186.0,56,SANTA BÁRBARA,MINAS GERAIS,ANA,-20.0833,-43.5833,1938-01-01,1957-12-31,20,0.4,19,5.0,0.5476,Moderada,0
PONTE ITAJURU,56631500,1,422.0,56,SANTA BÁRBARA,MINAS GERAIS,ANA,-19.9667,-43.5,1937-07-01,1946-07-31,10,7.4,6,40.0,0.3806,Limitada,0
ETA (São Bento Mineração),56631900,1,288.0,56,SANTA BÁRBARA,MINAS GERAIS,ANA,-19.9986,-43.4903,2003-11-01,2018-12-31,16,0.0,14,12.5,0.62,Moderada,0
COLÉGIO CARAÇA,56632000,1,35.0,56,SANTA BÁRBARA,MINAS GERAIS,ANA,-20.0833,-43.4833,1937-12-02,1955-12-31,19,0.0,18,5.3,0.5375,Moderada,0
PONTE DO BRUMADO,56633000,1,118.0,56,SANTA BÁRBARA,MINAS GERAIS,ANA,-20.0,-43.4667,1938-07-01,1946-07-31,9,6.2,6,33.3,0.3753,Limitada,0
CAPIM CHEIROSO,56635000,1,1.0,56,SANTA BÁRBARA,MINAS GERAIS,ANA,-19.9833,-43.45,1954-07-01,1960-12-31,7,15.4,4,42.9,0.2951,Limitada,0
CARRAPATO (BRUMAL),56640000,1,609.0,56,SANTA BÁRBARA,MINAS GERAIS,ANA,-19.9717,-43.4589,1954-07-01,2019-12-31,66,1.3,62,6.1,0.9222,Excelente,0
NOVA ERA IV,56659998,1,3060.0,56,NOVA ERA,MINAS GERAIS,ANA,-19.7656,-43.0328,1989-04-01,2019-12-31,31,0.0,30,3.2,0.8175,Excelente,0
NOVA ERA - MONTANTE,56659999,1,3060.0,56,NOVA ERA,MINAS GERAIS,ANA,-19.7667,-43.05,1974-10-25,1980-01-31,7,6.6,4,42.9,0.3479,Limitada,0
NOVA ERA,56660000,1,3060.0,56,NOVA ERA,MINAS GERAIS,ANA,-19.7667,-43.0333,1938-01-01,1972-12-31,35,0.0,35,0.0,0.7375,Moderada,0
NOVA ERA TELEMÉTRICA,56661000,1,3060.0,56,NOVA ERA,MINAS GERAIS,ANA,-19.7667,-43.0261,2014-11-01,2014-12-31,1,0.0,0,100.0,0.3925,Limitada,0
SÃO DOMINGOS DO PRATA,56665000,1,139.0,56,SÃO DOMINGOS DO PRA,MINAS GERAIS,ANA,-19.8833,-42.95,1948-09-01,1962-12-31,15,16.4,10,33.3,0.3891,Limitada,0
FAZENDA DA VARGEM,56667000,1,439.0,56,NOVA ERA,MINAS GERAIS,ANA,-19.8,-43.0,1945-04-01,1965-12-31,21,43.9,9,57.1,0.2991,Limitada,0
FAZENDA OLARIA,56670000,1,399.0,56,NOVA ERA,MINAS GERAIS,ANA,-19.7333,-43.0333,1941-05-01,1965-12-31,25,0.0,24,4.0,0.6125,Moderada,0
ANTÔNIO DIAS,56681000,1,4250.0,56,ANTÔNIO DIAS,MINAS GERAIS,ANA,-19.65,-42.8667,1925-12-14,1951-04-30,27,14.1,21,22.2,0.5529,Moderada,0
FAZENDA BANANAL,56685000,1,191.0,56,CORONEL FABRICIANO,MINAS GERAIS,ANA,-19.6167,-42.8167,1945-04-01,1948-01-31,4,0.0,2,50.0,0.35,Limitada,0
ANA MATOS,56690000,1,4690.0,56,CORONEL FABRICIANO,MINAS GERAIS,ANA,-19.6,-42.7833,1952-09-18,1964-12-31,13,0.0,12,7.7,0.4625,Limitada,0
ACESITA,56695000,1,5270.0,56,CORONEL FABRICIANO,MINAS GERAIS,ANA,-19.5333,-42.6333,1974-09-10,1985-03-06,12,3.6,8,33.3,0.4284,Limitada,0
MARIO DE CARVALHO,56696000,1,5270.0,56,TIMÓTEO,MINAS GERAIS,ANA,-19.5247,-42.6408,1986-09-19,2019-12-31,34,1.7,30,11.8,0.8448,Excelente,0
CORONEL FABRICIANO,56700000,1,5310.0,56,CORONEL FABRICIANO,MINAS GERAIS,ANA,-19.5333,-42.6167,1971-07-01,1975-08-31,5,0.0,3,40.0,0.3625,Limitada,0
BELO ORIENTE,56719998,1,24200.0,56,BELO ORIENTE,MINAS GERAIS,ANA,-19.3297,-42.3761,1986-10-18,2019-12-31,34,0.3,32,5.9,0.8532,Excelente,0
CACHOEIRA ESCURA,56720000,1,24200.0,56,BELO ORIENTE,MINAS GERAIS,ANA,-19.3314,-42.3717,1939-08-26,1986-09-17,48,9.2,30,37.5,0.7448,Moderada,0
CONCEIÇÃO DO MATO DENTRO,56750000,1,302.0,56,CONCEIÇÃO DO MATO D,MINAS GERAIS,ANA,-19.0144,-43.4461,1945-02-26,2018-12-31,74,0.1,72,2.7,0.9194,Excelente,0
DOM JOAQUIM,56765000,1,976.0,56,DOM JOAQUIM,MINAS GERAIS,ANA,-18.9606,-43.2431,1945-10-28,2018-12-31,74,0.1,72,2.7,0.9194,Excelente,0
FERROS,56775000,1,4090.0,56,FERROS,MINAS GERAIS,ANA,-19.2322,-43.02,1940-09-13,2019-12-31,80,6.2,68,15.0,0.8928,Excelente,0
CACHOEIRA DONA RITA,56780000,1,776.0,56,ITABIRA,MINAS GERAIS,ANA,-19.4286,-43.1997,1942-07-15,1951-07-31,10,28.5,0,100.0,0.254,Limitada,0
CACHOEIRA DONA RITA,56780001,1,776.0,56,ITABIRA,MINAS GERAIS,ANA,-19.4333,-43.2,1962-08-30,1964-11-30,3,0.0,1,66.7,0.3375,Limitada,0
FAZENDA FLORENÇA,56780005,1,730.0,56,ITABIRA,MINAS GERAIS,ANA,-19.4197,-43.1939,1953-01-01,1955-12-31,3,10.0,2,33.3,0.2775,Limitada,0
FAZENDA BARRACA,56787000,1,1260.0,56,FERROS,MINAS GERAIS,ANA,-19.3319,-43.0703,1965-10-23,2018-12-31,54,0.8,48,11.1,0.9152,Excelente,0
SENHORA DO PORTO,56800000,1,1520.0,56,SENHORA DO PORTO,MINAS GERAIS,ANA,-18.8947,-43.0825,1945-06-09,2019-12-31,75,0.3,72,4.0,0.9282,Excelente,0
PONTE DAS ARARAS,56815000,1,2420.0,56,BRAÚNAS,MINAS GERAIS,ANA,-19.1167,-42.7833,1944-09-03,1955-12-31,12,53.3,4,66.7,0.15,Limitada,0
NAQUE VELHO,56825000,1,10200.0,56,AÇUCENA,MINAS GERAIS,ANA,-19.1881,-42.4228,1974-10-20,2019-12-31,46,0.2,43,6.5,0.9288,Excelente,0
FAZENDA CORRENTE,56845000,1,1050.0,56,VIRGINÓPOLIS,MINAS GERAIS,ANA,-18.8947,-42.7125,1952-01-01,2018-03-09,67,3.6,59,11.9,0.8984,Excelente,0
PORTO SANTA RITA,56846000,1,1970.0,56,SÃO GERALDO DA PIED,MINAS GERAIS,ANA,-18.9517,-42.3592,1975-09-01,2019-12-31,45,2.5,41,8.9,0.915,Excelente,0
FAZENDA ACONCHEGO,56846890,1,1730.0,56,GOVERNADOR VALADARE,MINAS GERAIS,ANA,-18.9317,-42.1028,2013-05-19,2019-12-31,7,28.4,3,57.1,0.3471,Limitada,0
FAZENDA BRETZ - MONTANTE,56846900,1,1710.0,56,GOVERNADOR VALADARE,MINAS GERAIS,ANA,-18.9317,-42.1028,1997-09-23,2013-09-30,17,38.8,5,70.6,0.3497,Limitada,0
FAZENDA BRETZ,56847000,1,1710.0,56,GOVERNADOR VALADARE,MINAS GERAIS,ANA,-18.9347,-42.0831,1972-10-01,1977-11-30,6,24.4,2,66.7,0.2286,Limitada,0
GOVERNADOR VALADARES,56850000,1,40500.0,56,GOVERNADOR VALADARE,MINAS GERAIS,ANA,-18.8831,-41.9508,1938-01-15,2019-10-31,82,31.6,50,39.0,0.7404,Moderada,0
CAMPANÁRIO,56851000,1,758.0,56,CAMPANÁRIO,MINAS GERAIS,ANA,-18.2392,-41.7311,1938-10-01,2019-12-31,82,6.1,69,15.9,0.8934,Excelente,0
SÃO PEDRO DO SUAÇUÍ,56860000,1,2570.0,56,SÃO PEDRO DO SUAÇUÍ,MINAS GERAIS,ANA,-18.3631,-42.6022,1965-09-25,2019-10-31,55,0.2,50,9.1,0.9288,Excelente,0
SANTA MARIA DO SUAÇUÍ,56870000,1,622.0,56,JOSÉ RAYDAN,MINAS GERAIS,ANA,-18.2017,-42.4547,1965-09-26,2019-12-31,55,0.3,51,7.3,0.9282,Excelente,0
FAZENDA URUPUCA,56880000,1,2670.0,56,SÃO JOSÉ DA SAFIRA,MINAS GERAIS,ANA,-18.25,-42.0667,1968-05-16,1991-05-15,24,4.2,18,25.0,0.5748,Moderada,0
VILA MATIAS MONTANTE,56891900,1,9770.0,56,MATHIAS LOBATO,MINAS GERAIS,ANA,-18.5747,-41.9178,1974-12-01,2019-12-31,46,0.2,44,4.3,0.9288,Excelente,0
VILA MATIAS,56892000,1,9780.0,56,MATHIAS LOBATO,MINAS GERAIS,ANA,-18.5725,-41.9142,1938-08-01,1975-07-31,38,0.0,36,5.3,0.775,Excelente,0
JAMPRUCA,56915500,1,1390.0,56,JAMPRUCA,MINAS GERAIS,ANA,-18.4594,-41.8075,1973-07-26,2010-04-30,38,4.2,29,23.7,0.7898,Excelente,0
TUMIRITINGA,56920000,1,55100.0,56,GALILÉIA,MINAS GERAIS,ANA,-18.9711,-41.6417,1972-07-01,2019-03-31,48,0.9,43,10.4,0.9246,Excelente,0
SANTA BÁRBARA DO LESTE,56923800,1,9.93,56,SANTA BÁRBARA DO LE,MINAS GERAIS,ANA,-19.9514,-42.1372,2010-08-20,2019-01-31,10,1.3,6,40.0,0.5472,Moderada,0
TABULEIRO,56924100,1,68.0,56,SANTA BÁRBARA DO LE,MINAS GERAIS,ANA,-19.9019,-42.1358,2008-12-03,2014-12-31,7,0.0,6,14.3,0.4675,Limitada,0
SANTA RITA DE MINAS,56924500,1,95.0,56,SANTA RITA DE MINAS,MINAS GERAIS,ANA,-19.8811,-42.1378,2004-11-21,2019-12-31,16,3.8,14,12.5,0.6072,Moderada,0
CARATINGA,56925000,1,162.0,56,CARATINGA,MINAS GERAIS,ANA,-19.7833,-42.0667,1938-05-06,1965-12-31,28,0.0,27,3.6,0.65,Moderada,0
INHAPIM,56928000,1,575.0,56,INHAPIM,MINAS GERAIS,ANA,-19.5497,-42.1222,2005-12-01,2019-01-31,15,0.0,13,13.3,0.6175,Moderada,0
DOM CAVATI,56935000,1,775.0,56,DOM CAVATI,MINAS GERAIS,ANA,-19.3728,-42.1028,1965-09-30,2019-12-31,55,6.0,47,14.5,0.894,Excelente,0
BARRA DO CUIETÉ,56940000,1,3220.0,56,CONSELHEIRO PENA,MINAS GERAIS,ANA,-19.0664,-41.5356,1938-08-26,1975-11-25,38,32.2,17,55.3,0.5818,Moderada,0
BARRA DO CUIETÉ JUSANTE,56940002,1,3220.0,56,CONSELHEIRO PENA,MINAS GERAIS,ANA,-19.0619,-41.5333,1975-11-01,2019-12-31,45,2.1,39,13.3,0.9174,Excelente,0
BARRA DO CUIETÉ,56941000,1,59500.0,56,CONSELHEIRO PENA,MINAS GERAIS,ANA,-19.0664,-41.5356,1972-01-01,1979-12-31,8,1.3,7,12.5,0.3922,Limitada,0
CONSELHEIRO PENA,56943000,1,197.0,56,CONSELHEIRO PENA,MINAS GERAIS,ANA,-19.1667,-41.4667,1944-03-09,1965-12-31,22,1.9,16,27.3,0.5636,Moderada,0
RESPLENDOR,56948000,1,61200.0,56,RESPLENDOR,MINAS GERAIS,ANA,-19.3167,-41.25,1938-01-06,1982-12-31,45,1.2,41,8.9,0.7928,Excelente,0
RESPLENDOR - JUSANTE,56948005,1,61200.0,56,RESPLENDOR,MINAS GERAIS,ANA,-19.3431,-41.2461,1984-05-01,2004-11-26,21,3.2,14,33.3,0.5433,Moderada,0
MANHUAÇU,56960000,1,550.0,56,MANHUAÇU,MINAS GERAIS,ANA,-20.2694,-42.0669,1936-04-18,1983-12-31,48,9.1,38,20.8,0.7454,Moderada,0
FAZENDA VARGEM ALEGRE,56960005,1,1070.0,56,MANHUAÇU,MINAS GERAIS,ANA,-20.1706,-41.9611,1983-06-19,2019-12-31,37,0.5,34,8.1,0.8895,Excelente,0
PARADA DA INDEPENDÊNCIA,56963000,1,282.0,56,MANHUMIRIM,MINAS GERAIS,ANA,-20.2,-41.95,1944-06-01,1952-01-31,9,0.0,7,22.2,0.4125,Limitada,0
SANTANA DE MANHUAÇU,56967000,1,,56,SANTANA DO MANHUAÇU,MINAS GERAIS,ANA,-20.1167,-41.9167,1941-06-28,1965-12-31,25,0.0,24,4.0,0.6125,Moderada,0
CACHOEIRA DA NEBLINA,56974000,1,2060.0,56,IPANEMA,MINAS GERAIS,ANA,-19.8167,-41.7833,1938-05-16,1965-12-31,28,0.0,27,3.6,0.65,Moderada,0
FAZENDA BRAGANÇA,56976000,1,2260.0,56,IPANEMA,MINAS GERAIS,ANA,-19.7431,-41.7853,1972-08-28,2018-12-31,47,0.2,45,4.3,0.9188,Excelente,0
SANTO ANTÔNIO DO MANHUAÇU,56978000,1,2350.0,56,IPANEMA,MINAS GERAIS,ANA,-19.6786,-41.8358,1965-09-22,2019-12-31,55,0.2,53,3.6,0.9288,Excelente,0
PARAÍSO DE IPANEMA,56982000,1,3740.0,56,IPANEMA,MINAS GERAIS,ANA,-19.5167,-41.45,1938-09-01,1953-12-31,16,0.0,15,6.2,0.5,Limitada,0
DORES DE MANHUMIRIM,56983000,1,384.0,56,DURANDÉ,MINAS GERAIS,ANA,-20.1072,-41.7283,1938-08-27,2019-12-31,82,3.0,77,6.1,0.912,Excelente,0
CHALÉ,56985000,1,65.0,56,IPANEMA,MINAS GERAIS,ANA,-20.0333,-41.75,1938-08-28,1957-03-31,20,20.6,13,35.0,0.4264,Limitada,0
FAZENDA BOA ESPERANÇA,56986000,1,335.0,56,IPANEMA,MINAS GERAIS,ANA,-19.9947,-41.7081,1939-05-08,1965-12-31,27,7.2,24,11.1,0.5943,Moderada,0
FAZENDA NOVA FLORESTA,56988000,1,1100.0,56,IPANEMA,MINAS GERAIS,ANA,-19.95,-41.7,1938-08-08,1956-12-31,19,7.0,14,26.3,0.4955,Limitada,0
