timestamp,Q_obs_1h,Q_pred_Base_1h,Q_pred_Base_Fixed_1h,Q_pred_Manning_1h,Q_obs_6h,Q_pred_Base_6h,Q_pred_Base_Fixed_6h,Q_pred_Manning_6h,Q_obs_24h,Q_pred_Base_24h,Q_pred_Base_Fixed_24h,Q_pred_Manning_24h,P_mean
2025-07-02 13:00:00,48.010,46.029,42.029,57.595,48.010,45.195,42.039,56.142,48.010,46.176,41.724,57.610,0.000
2025-07-02 14:00:00,48.270,46.107,42.056,57.834,48.010,45.270,42.059,56.370,48.010,46.252,41.754,57.820,0.001
2025-07-02 15:00:00,48.010,46.206,42.045,58.068,48.010,45.367,42.041,56.595,48.010,46.350,41.749,58.023,0.000
2025-07-02 16:00:00,48.010,46.208,41.892,57.674,48.010,45.367,41.883,56.209,48.010,46.350,41.604,57.642,0.000
2025-07-02 17:00:00,48.010,46.244,41.710,57.221,48.010,45.407,41.697,55.769,48.010,46.380,41.416,57.196,0.000
2025-07-02 18:00:00,48.010,46.371,41.492,57.361,48.010,45.536,41.477,55.915,48.270,46.506,41.210,57.325,0.013
2025-07-02 19:00:00,48.010,46.563,41.182,57.621,48.010,45.728,41.167,56.176,48.010,46.697,40.909,57.570,0.000
2025-07-02 20:00:00,48.010,46.419,41.060,57.147,48.010,45.586,41.043,55.723,48.010,46.550,40.792,57.135,0.018
2025-07-02 21:00:00,48.010,46.403,40.876,57.639,48.010,45.572,40.859,56.211,48.530,46.531,40.614,57.598,0.025
2025-07-02 22:00:00,48.010,46.335,41.355,57.608,48.010,45.507,41.332,56.191,48.010,46.462,41.085,57.575,0.381
2025-07-02 23:00:00,48.010,46.403,41.681,57.279,48.010,45.576,41.654,55.880,48.790,46.529,41.406,57.275,0.122
2025-07-03 00:00:00,48.010,46.208,42.437,56.343,48.010,45.384,42.401,54.978,49.050,46.332,42.148,56.410,0.034
2025-07-03 01:00:00,48.010,46.188,42.330,56.198,47.810,45.367,42.294,54.847,49.050,46.312,42.045,56.280,0.063
2025-07-03 02:00:00,48.010,46.184,42.047,56.233,48.010,45.366,42.015,54.888,49.050,46.309,41.771,56.318,0.033
2025-07-03 03:00:00,48.010,46.228,41.646,56.475,48.010,45.412,41.616,55.132,49.050,46.353,41.381,56.548,0.014
2025-07-03 04:00:00,48.010,46.239,41.217,56.483,48.010,45.426,41.191,55.147,49.050,46.365,40.964,56.559,0.006
2025-07-03 05:00:00,48.010,46.119,40.686,55.741,48.010,45.309,40.664,54.427,49.050,46.244,40.447,55.868,0.056
2025-07-03 06:00:00,47.810,46.092,40.335,55.478,48.010,45.284,40.315,54.174,49.535,46.217,40.106,55.623,0.029
2025-07-03 07:00:00,48.010,46.112,40.392,55.549,48.010,45.307,40.370,54.246,49.050,46.239,40.164,55.689,0.000
2025-07-03 08:00:00,48.010,46.313,40.966,55.039,48.010,45.497,40.923,53.746,49.778,46.436,40.734,55.216,0.019
2025-07-03 09:00:00,48.010,45.768,40.844,53.399,48.010,44.921,40.760,51.943,49.778,45.931,40.674,53.542,0.000
2025-07-03 10:00:00,48.010,44.613,40.999,51.068,48.010,43.749,40.853,49.481,50.020,44.833,40.832,51.172,0.029
2025-07-03 11:00:00,48.010,45.895,39.584,59.156,48.010,44.969,39.576,57.684,50.020,46.206,39.281,59.639,0.006
2025-07-03 12:00:00,48.010,47.275,39.595,59.352,48.270,46.457,39.576,57.467,50.020,47.726,39.202,59.694,0.000
2025-07-03 13:00:00,48.010,46.624,39.855,57.686,48.010,45.844,39.925,55.926,50.020,46.976,39.523,58.246,0.000
2025-07-03 14:00:00,48.010,46.659,40.216,57.798,48.010,45.837,40.369,56.132,50.020,46.987,39.857,58.456,0.001
2025-07-03 15:00:00,48.010,46.629,40.261,57.075,48.530,45.835,40.449,55.521,50.020,46.949,39.929,57.800,0.000
2025-07-03 16:00:00,48.010,46.758,40.325,56.893,48.010,45.959,40.528,55.412,50.020,47.058,39.995,57.590,0.000
2025-07-03 17:00:00,48.270,47.557,40.450,55.741,48.790,46.721,40.659,54.211,50.020,47.874,40.147,56.448,0.000
2025-07-03 18:00:00,48.010,47.940,39.949,55.231,49.050,47.095,40.158,53.681,50.505,48.233,39.645,55.891,0.000
2025-07-03 19:00:00,48.010,48.096,38.560,53.758,49.050,47.214,38.762,52.376,50.990,48.456,38.161,54.630,0.000
2025-07-03 20:00:00,48.530,47.852,37.532,51.421,49.050,47.044,37.749,50.000,50.990,48.230,37.190,52.324,0.019
2025-07-03 21:00:00,48.010,47.778,37.300,51.373,49.050,46.965,37.535,50.046,51.475,48.095,36.997,52.394,0.024
2025-07-03 22:00:00,48.790,48.099,37.814,51.980,49.050,47.288,38.061,50.657,51.960,48.438,37.441,53.061,0.037
2025-07-03 23:00:00,49.050,47.845,37.573,51.235,49.050,47.043,37.824,49.967,52.208,48.177,37.262,52.355,0.042
2025-07-04 00:00:00,49.050,48.020,37.745,50.739,49.535,47.206,37.995,49.472,52.950,48.353,37.427,51.851,0.086
2025-07-04 01:00:00,49.050,48.922,38.218,50.573,49.050,48.032,38.475,49.146,53.693,49.303,37.813,51.751,0.138
2025-07-04 02:00:00,49.050,48.799,38.257,50.552,49.778,47.945,38.524,49.207,53.693,49.092,37.961,51.781,0.053
2025-07-04 03:00:00,49.050,49.100,38.482,50.483,49.778,48.235,38.744,49.199,54.690,49.389,38.154,51.680,0.057
2025-07-04 04:00:00,49.050,54.246,43.198,50.751,50.020,53.320,43.396,49.626,55.950,54.401,42.821,52.126,0.015
2025-07-04 05:00:00,49.535,53.941,40.737,50.978,50.020,53.027,40.991,49.763,56.460,54.148,40.315,52.306,0.022
2025-07-04 06:00:00,49.050,53.227,40.957,51.621,50.020,52.353,41.192,50.473,57.480,53.436,40.548,53.036,0.040
2025-07-04 07:00:00,49.778,53.907,41.007,52.847,50.020,53.019,41.182,51.539,57.735,54.253,40.490,54.379,0.024
2025-07-04 08:00:00,49.778,53.962,39.637,52.675,50.020,53.039,39.779,51.442,58.248,54.340,39.194,54.462,0.019
2025-07-04 09:00:00,50.020,54.177,39.209,50.602,50.020,53.229,39.397,49.540,59.020,54.405,38.887,52.432,0.033
2025-07-04 10:00:00,50.020,56.572,39.895,53.372,50.020,55.495,40.037,52.610,59.020,56.767,39.476,55.752,0.006
2025-07-04 11:00:00,50.020,57.993,40.216,55.660,50.020,56.889,40.344,55.436,59.020,58.291,39.750,58.559,0.006
2025-07-04 12:00:00,50.020,56.204,39.066,53.703,50.505,55.229,39.237,53.778,59.020,56.542,38.674,56.520,0.013
2025-07-04 13:00:00,50.020,55.647,38.808,53.614,50.990,54.698,38.979,53.845,59.020,55.996,38.477,56.493,0.010
2025-07-04 14:00:00,50.020,55.194,38.318,53.068,50.990,54.329,38.496,53.184,58.505,55.625,38.019,55.804,0.006
2025-07-04 15:00:00,50.020,54.318,39.312,51.499,51.475,53.491,39.544,51.340,58.248,54.684,39.043,53.925,0.044
2025-07-04 16:00:00,50.020,54.051,40.380,51.486,51.960,53.211,40.656,51.274,57.990,54.387,40.072,53.843,0.000
2025-07-04 17:00:00,50.505,54.001,41.056,51.363,52.208,53.132,41.366,51.152,57.990,54.309,40.718,53.687,0.006
2025-07-04 18:00:00,50.990,53.741,41.879,51.459,52.950,52.872,42.209,51.222,57.735,54.035,41.533,53.712,0.000
2025-07-04 19:00:00,50.990,53.216,42.797,51.373,53.693,52.345,43.141,51.149,56.970,53.475,42.451,53.534,0.000
2025-07-04 20:00:00,51.475,52.859,43.076,51.441,53.693,51.965,43.419,51.292,56.970,53.153,42.668,53.637,0.006
2025-07-04 21:00:00,51.960,52.269,44.066,51.150,54.690,51.405,44.411,50.905,56.970,52.541,43.703,53.158,0.000
2025-07-04 22:00:00,52.208,52.252,44.959,51.711,55.950,51.389,45.313,51.433,56.205,52.547,44.545,53.668,0.006
2025-07-04 23:00:00,52.950,52.109,45.714,52.254,56.460,51.249,46.067,51.945,55.950,52.390,45.296,54.114,0.000
2025-07-05 00:00:00,53.693,52.201,46.371,52.916,57.480,51.344,46.718,52.572,55.950,52.487,45.933,54.673,0.015
2025-07-05 01:00:00,53.693,52.194,45.939,53.254,57.735,51.342,46.279,52.870,55.950,52.482,45.508,54.920,0.000
2025-07-05 02:00:00,54.690,52.185,45.623,53.149,58.248,51.342,45.950,52.730,55.950,52.476,45.197,54.744,0.000
2025-07-05 03:00:00,55.950,52.226,44.720,52.792,59.020,51.393,45.030,52.340,54.940,52.520,44.312,54.326,0.000
2025-07-05 04:00:00,56.460,52.334,44.082,52.447,59.020,51.511,44.373,51.960,54.690,52.631,43.688,53.918,0.006
2025-07-05 05:00:00,57.480,52.447,44.347,52.489,59.020,51.632,44.621,51.954,54.440,52.745,43.948,53.872,0.000
2025-07-05 06:00:00,57.735,52.746,44.502,52.431,59.020,51.925,44.764,51.852,54.440,53.066,44.078,53.796,0.000
2025-07-05 07:00:00,58.248,52.663,44.355,52.156,59.020,51.856,44.598,51.532,54.690,52.965,43.964,53.425,0.000
2025-07-05 08:00:00,59.020,53.046,44.608,52.228,58.505,52.220,44.847,51.546,54.190,53.360,44.184,53.466,0.000
2025-07-05 09:00:00,59.020,53.042,44.783,52.187,58.248,52.233,45.005,51.477,54.690,53.345,44.386,53.355,0.010
2025-07-05 10:00:00,59.020,53.221,45.007,52.200,57.990,52.414,45.214,51.467,54.940,53.521,44.602,53.295,0.000
2025-07-05 11:00:00,59.020,53.377,45.188,52.252,57.990,52.573,45.381,51.486,54.190,53.675,44.780,53.282,0.000
2025-07-05 12:00:00,59.020,53.521,45.339,52.337,57.735,52.719,45.517,51.537,53.940,53.817,44.930,53.307,0.000
2025-07-05 13:00:00,58.505,53.660,45.467,52.442,56.970,52.859,45.627,51.609,53.940,53.953,45.055,53.356,0.000
2025-07-05 14:00:00,58.248,53.790,45.574,52.543,56.970,52.991,45.717,51.678,53.445,54.082,45.161,53.403,0.000
2025-07-05 15:00:00,57.990,53.907,45.662,52.635,56.970,53.107,45.786,51.738,52.950,54.197,45.247,53.444,0.000
2025-07-05 16:00:00,57.990,54.004,45.731,52.712,56.205,53.204,45.837,51.786,52.455,54.292,45.315,53.474,0.000
2025-07-05 17:00:00,57.735,54.044,45.603,52.441,55.950,53.247,45.695,51.495,51.960,54.326,45.173,53.157,0.000
2025-07-05 18:00:00,56.970,54.061,45.530,52.434,55.950,53.264,45.608,51.475,51.232,54.340,45.102,53.115,0.000
2025-07-05 19:00:00,56.970,54.060,45.462,52.589,55.950,53.260,45.526,51.608,50.990,54.335,45.033,53.234,0.000
2025-07-05 20:00:00,56.970,54.070,45.332,52.851,55.950,53.268,45.382,51.843,50.990,54.341,44.905,53.456,0.000
2025-07-05 21:00:00,56.205,54.082,45.189,53.094,54.940,53.277,45.230,52.059,50.990,54.352,44.758,53.659,0.009
2025-07-05 22:00:00,55.950,54.067,45.082,53.436,54.690,53.261,45.110,52.363,50.990,54.331,44.664,53.958,0.000
2025-07-05 23:00:00,55.950,54.087,44.943,53.772,54.440,53.276,44.960,52.668,50.990,54.346,44.529,54.245,0.000
2025-07-06 00:00:00,55.950,54.091,44.789,54.101,54.440,53.276,44.796,52.965,50.505,54.346,44.382,54.528,0.000
2025-07-06 01:00:00,55.950,54.088,44.156,54.018,54.690,53.269,44.156,52.868,50.505,54.339,43.767,54.437,0.000
2025-07-06 02:00:00,54.940,54.368,42.506,53.947,54.190,53.545,42.508,52.783,49.778,54.617,42.156,54.361,0.000
2025-07-06 03:00:00,54.690,54.377,42.025,53.933,54.690,53.538,42.028,52.774,49.050,54.626,41.680,54.364,0.000
2025-07-06 04:00:00,54.440,54.215,41.967,53.924,54.940,53.384,41.958,52.729,49.535,54.460,41.646,54.322,0.000
2025-07-06 05:00:00,54.440,54.143,41.953,54.060,54.190,53.309,41.942,52.853,49.292,54.383,41.632,54.442,0.000
2025-07-06 06:00:00,54.690,54.072,41.939,54.124,53.940,53.236,41.926,52.901,49.292,54.308,41.621,54.486,0.000
2025-07-06 07:00:00,54.190,54.134,42.110,54.037,53.940,53.302,42.094,52.802,49.778,54.369,41.788,54.397,0.000
2025-07-06 08:00:00,54.690,53.970,41.912,53.950,53.445,53.136,41.902,52.695,49.778,54.204,41.593,54.276,0.003
2025-07-06 09:00:00,54.940,53.862,41.901,53.872,52.950,53.026,41.892,52.612,49.778,54.094,41.583,54.182,0.030
2025-07-06 10:00:00,54.190,53.780,42.079,53.771,52.455,52.947,42.080,52.498,50.020,54.018,41.735,54.078,0.000
2025-07-06 11:00:00,53.940,53.612,42.055,53.572,51.960,52.772,42.055,52.294,49.535,53.843,41.734,53.861,0.000
2025-07-06 12:00:00,53.940,53.546,42.167,53.440,51.232,52.702,42.165,52.161,49.292,53.775,41.845,53.712,0.002
2025-07-06 13:00:00,53.445,53.524,42.128,53.310,50.990,52.674,42.123,52.043,49.050,53.756,41.799,53.576,0.000
2025-07-06 14:00:00,52.950,53.421,42.224,53.069,50.990,52.573,42.212,51.793,49.050,53.644,41.911,53.311,0.000
2025-07-06 15:00:00,52.455,53.362,42.332,52.995,50.990,52.510,42.314,51.721,49.050,53.580,42.020,53.221,0.000
2025-07-06 16:00:00,51.960,53.295,42.421,52.984,50.990,52.441,42.398,51.708,49.050,53.509,42.113,53.195,0.000
2025-07-06 17:00:00,51.232,53.232,42.393,52.661,50.990,52.381,42.366,51.394,49.050,53.437,42.077,52.872,0.000
2025-07-06 18:00:00,50.990,53.188,42.422,52.574,50.505,52.338,42.391,51.320,49.050,53.388,42.112,52.793,0.000
2025-07-06 19:00:00,50.990,53.137,42.440,52.579,50.505,52.288,42.406,51.330,49.050,53.333,42.133,52.803,0.000
2025-07-06 20:00:00,50.990,53.202,40.698,52.180,49.778,52.353,40.682,50.949,49.050,53.394,40.431,52.442,0.000
2025-07-06 21:00:00,50.990,53.103,40.662,52.187,49.050,52.255,40.645,50.957,49.050,53.291,40.399,52.453,0.000
2025-07-06 22:00:00,50.990,52.999,40.592,52.105,49.535,52.152,40.578,50.879,48.270,53.187,40.325,52.378,0.000
2025-07-06 23:00:00,50.505,52.883,40.582,52.107,49.292,52.041,40.566,50.877,48.790,53.066,40.326,52.386,0.000
2025-07-07 00:00:00,50.505,52.806,40.561,52.121,49.292,51.965,40.545,50.893,48.270,52.987,40.306,52.402,0.007
2025-07-07 01:00:00,49.778,52.705,40.584,52.168,49.778,51.865,40.574,50.931,48.270,52.888,40.325,52.456,0.007
2025-07-07 02:00:00,49.050,52.612,40.419,52.222,49.778,51.771,40.410,50.991,48.010,52.793,40.167,52.517,0.000
2025-07-07 03:00:00,49.535,52.537,40.428,52.281,49.778,51.697,40.420,51.053,48.010,52.715,40.176,52.575,0.000
2025-07-07 04:00:00,49.292,52.454,40.443,52.339,50.020,51.616,40.436,51.113,47.610,52.632,40.192,52.633,0.000
2025-07-07 05:00:00,49.292,52.387,40.378,52.402,49.535,51.549,40.372,51.190,47.610,52.569,40.124,52.702,0.000
2025-07-07 06:00:00,49.778,52.274,40.387,52.402,49.292,51.438,40.378,51.183,47.410,52.452,40.140,52.697,0.003
2025-07-07 07:00:00,49.778,52.181,40.430,52.438,49.050,51.346,40.420,51.225,47.810,52.359,40.182,52.735,0.000
2025-07-07 08:00:00,49.778,52.079,40.479,52.497,49.050,51.245,40.469,51.281,48.010,52.257,40.231,52.789,0.000
2025-07-07 09:00:00,50.020,51.982,40.561,52.572,49.050,51.147,40.550,51.356,48.790,52.160,40.312,52.861,0.000
2025-07-07 10:00:00,49.535,51.739,40.381,52.254,49.050,50.900,40.374,51.069,48.790,51.931,40.121,52.556,0.000
2025-07-07 11:00:00,49.292,51.588,40.544,52.437,49.050,50.760,40.535,51.217,49.050,51.777,40.305,52.722,0.000
2025-07-07 12:00:00,49.050,51.579,40.745,52.676,49.050,50.749,40.738,51.454,49.050,51.769,40.493,52.961,0.000
2025-07-07 13:00:00,49.050,51.547,40.918,52.890,49.050,50.716,40.913,51.657,49.050,51.738,40.658,53.165,0.000
2025-07-07 14:00:00,49.050,51.508,41.069,53.111,49.050,50.675,41.066,51.865,48.530,51.700,40.803,53.375,0.000
2025-07-07 15:00:00,49.050,51.471,41.206,53.324,49.050,50.635,41.205,52.064,48.270,51.663,40.934,53.577,0.000
2025-07-07 16:00:00,49.050,51.436,41.333,53.515,48.270,50.599,41.333,52.241,48.530,51.629,41.055,53.755,0.000
2025-07-07 17:00:00,49.050,51.400,41.342,53.309,48.790,50.567,41.345,52.034,48.530,51.589,41.047,53.552,0.000
2025-07-07 18:00:00,49.050,51.390,41.409,53.265,48.270,50.558,41.413,51.993,48.010,51.579,41.113,53.518,0.000
2025-07-07 19:00:00,49.050,51.370,41.507,53.307,48.270,50.539,41.511,52.035,48.010,51.558,41.208,53.565,0.000
2025-07-07 20:00:00,49.050,51.361,41.594,53.369,48.010,50.529,41.596,52.095,48.010,51.547,41.294,53.629,0.000
2025-07-07 21:00:00,48.270,51.361,41.673,53.439,48.010,50.530,41.672,52.163,48.010,51.546,41.374,53.700,0.000
2025-07-07 22:00:00,48.790,51.335,41.370,53.249,47.610,50.503,41.369,51.978,47.810,51.518,41.080,53.525,0.000
2025-07-07 23:00:00,48.270,51.309,41.427,53.241,47.610,50.475,41.424,51.971,47.610,51.492,41.132,53.520,0.000
2025-07-08 00:00:00,48.270,51.265,41.531,53.273,47.410,50.433,41.523,51.999,48.010,51.444,41.248,53.552,0.000
2025-07-08 01:00:00,48.010,51.261,41.601,53.290,47.810,50.428,41.589,52.019,47.810,51.437,41.320,53.566,0.000
2025-07-08 02:00:00,48.010,51.342,40.929,52.808,48.010,50.503,40.912,51.556,47.210,51.513,40.668,53.113,0.000
2025-07-08 03:00:00,47.610,51.215,40.659,52.900,48.790,50.378,40.651,51.640,47.410,51.388,40.400,53.202,0.003
2025-07-08 04:00:00,47.610,51.130,40.389,52.961,48.790,50.293,40.383,51.701,47.210,51.304,40.135,53.268,0.000
2025-07-08 05:00:00,47.410,51.060,40.346,53.070,49.050,50.222,40.344,51.806,47.610,51.233,40.093,53.372,0.000
2025-07-08 06:00:00,47.810,50.997,40.300,53.143,49.050,50.159,40.300,51.875,47.810,51.170,40.046,53.440,0.000
2025-07-08 07:00:00,48.010,50.939,40.283,53.195,49.050,50.101,40.288,51.918,48.010,51.116,40.027,53.488,0.000
2025-07-08 08:00:00,48.790,50.864,40.266,53.147,48.530,50.024,40.270,51.873,48.010,51.038,40.012,53.438,0.000
2025-07-08 09:00:00,48.790,50.757,39.700,52.683,48.270,49.916,39.709,51.424,48.010,50.929,39.460,52.995,0.025
2025-07-08 10:00:00,49.050,50.673,39.799,52.631,48.530,49.832,39.805,51.374,48.010,50.844,39.559,52.939,0.013
2025-07-08 11:00:00,49.050,50.594,39.913,52.608,48.530,49.752,39.916,51.352,48.010,50.763,39.673,52.910,0.000
2025-07-08 12:00:00,49.050,50.513,40.038,52.615,48.010,49.671,40.037,51.359,48.010,50.681,39.798,52.912,0.000
2025-07-08 13:00:00,48.530,50.434,40.171,52.654,48.010,49.592,40.166,51.397,48.010,50.601,39.931,52.944,0.000
2025-07-08 14:00:00,48.270,50.359,40.308,52.709,48.010,49.517,40.299,51.449,48.010,50.524,40.068,52.991,0.000
2025-07-08 15:00:00,48.530,50.287,40.439,52.774,48.010,49.446,40.426,51.511,48.010,50.452,40.201,53.047,0.000
2025-07-08 16:00:00,48.530,50.220,40.556,52.840,47.810,49.378,40.538,51.574,47.810,50.383,40.318,53.103,0.000
2025-07-08 17:00:00,48.010,50.162,40.570,52.570,47.610,49.327,40.550,51.312,47.410,50.319,40.321,52.838,0.000
2025-07-08 18:00:00,48.010,50.131,40.648,52.503,48.010,49.301,40.625,51.257,47.210,50.287,40.402,52.781,0.000
2025-07-08 19:00:00,48.010,50.107,40.717,52.524,47.810,49.280,40.692,51.286,47.210,50.261,40.470,52.811,0.000
2025-07-08 20:00:00,48.010,50.095,40.768,52.586,47.210,49.273,40.741,51.354,47.210,50.248,40.521,52.879,0.000
2025-07-08 21:00:00,47.810,50.096,40.773,52.619,47.410,49.278,40.750,51.391,47.610,50.251,40.520,52.921,0.000
2025-07-08 22:00:00,47.610,50.040,40.517,52.415,47.210,49.229,40.494,51.194,47.210,50.192,40.279,52.739,0.000
2025-07-08 23:00:00,48.010,50.058,40.578,52.462,47.610,49.249,40.555,51.246,47.210,50.209,40.339,52.789,0.000
2025-07-09 00:00:00,47.810,50.049,40.672,52.549,47.810,49.243,40.648,51.335,47.210,50.199,40.432,52.876,0.000
2025-07-09 01:00:00,47.210,50.043,40.759,52.656,48.010,49.242,40.734,51.443,47.210,50.193,40.519,52.981,0.000
2025-07-09 02:00:00,47.410,50.047,40.837,52.780,48.010,49.249,40.811,51.567,47.410,50.197,40.597,53.101,0.000
2025-07-09 03:00:00,47.210,50.013,40.281,52.609,48.010,49.219,40.260,51.402,47.410,50.163,40.054,52.942,0.000
2025-07-09 04:00:00,47.610,50.002,40.287,52.681,48.010,49.211,40.266,51.473,47.410,50.152,40.062,53.010,0.000
2025-07-09 05:00:00,47.810,49.981,40.187,52.701,48.010,49.194,40.167,51.493,47.210,50.132,39.965,53.027,0.000
2025-07-09 06:00:00,48.010,49.971,40.061,52.733,48.010,49.187,40.042,51.525,47.210,50.122,39.841,53.055,0.003
2025-07-09 07:00:00,48.010,49.947,39.962,52.705,48.010,49.167,39.945,51.497,47.210,50.100,39.745,53.025,0.000
2025-07-09 08:00:00,48.010,49.945,39.964,52.714,48.010,49.167,39.947,51.505,47.210,50.098,39.746,53.031,0.000
2025-07-09 09:00:00,48.010,49.829,39.590,52.329,48.010,49.054,39.576,51.129,47.210,49.981,39.380,52.667,0.012
2025-07-09 10:00:00,48.010,49.808,39.726,52.360,47.810,49.036,39.712,51.157,47.210,49.961,39.514,52.694,0.000
2025-07-09 11:00:00,48.010,49.794,39.879,52.399,47.410,49.024,39.863,51.192,47.210,49.947,39.665,52.726,0.013
2025-07-09 12:00:00,47.610,45.533,38.088,40.125,54.190,44.675,37.948,39.773,54.940,46.165,37.490,42.374,0.000
2025-07-09 13:00:00,49.535,44.547,38.224,43.931,54.940,43.969,38.116,43.927,54.940,45.330,37.627,46.772,0.001
2025-07-09 14:00:00,50.748,45.028,38.667,44.729,55.950,44.451,38.697,44.923,54.940,45.814,38.252,47.726,0.000
2025-07-09 15:00:00,51.475,44.265,39.002,40.153,55.193,43.751,39.136,40.103,54.940,44.840,38.838,42.448,
2025-07-09 16:00:00,52.950,45.121,40.065,39.583,54.940,44.536,40.222,39.574,55.950,45.595,39.797,41.779,
2025-07-09 17:00:00,54.190,46.688,41.836,40.162,54.190,46.045,42.028,40.169,55.950,47.115,41.513,42.348,0.000
2025-07-09 18:00:00,54.940,47.004,42.302,39.978,53.940,46.307,42.540,39.954,55.950,47.354,41.954,42.051,0.000
2025-07-09 19:00:00,55.950,47.336,42.827,40.205,53.940,46.599,43.105,40.172,56.715,47.655,42.453,42.231,0.000
2025-07-09 20:00:00,55.193,47.793,43.683,40.747,53.940,47.050,43.989,40.699,56.970,48.097,43.317,42.726,0.000
2025-07-09 21:00:00,54.940,49.252,43.111,40.457,53.940,48.436,43.414,40.547,56.970,49.565,42.642,42.482,0.000
2025-07-09 22:00:00,54.190,52.600,43.243,42.045,53.940,51.687,43.497,41.874,56.970,53.018,42.737,44.308,0.000
2025-07-09 23:00:00,53.940,58.351,44.394,45.440,53.940,57.355,44.413,45.712,56.970,58.803,43.698,48.495,0.000
2025-07-10 00:00:00,53.940,59.363,42.057,47.962,53.940,58.564,42.216,48.440,57.225,59.800,41.516,51.272,0.000
2025-07-10 01:00:00,53.940,59.663,40.310,45.140,54.690,58.944,40.483,45.359,57.990,59.946,39.953,48.124,0.000
2025-07-10 02:00:00,53.940,60.098,41.306,42.578,54.940,59.437,41.520,42.452,57.735,60.422,40.863,45.014,0.000
2025-07-10 03:00:00,53.940,64.066,41.617,42.806,54.940,63.334,41.839,42.824,57.735,64.377,41.120,45.729,0.000
2025-07-10 04:00:00,53.940,67.454,42.134,43.592,54.940,66.687,42.408,43.881,56.970,67.685,41.631,46.753,0.000
2025-07-10 05:00:00,53.940,69.216,42.511,42.488,54.940,68.494,42.835,42.680,57.225,69.237,42.094,45.399,0.000
2025-07-10 06:00:00,54.690,70.492,42.778,40.859,54.940,69.766,43.148,41.092,57.480,70.409,42.359,43.627,0.000
2025-07-10 07:00:00,54.940,71.224,43.976,39.426,54.940,70.503,44.369,39.626,56.715,70.976,43.580,41.897,0.015
2025-07-10 08:00:00,54.940,72.082,44.831,39.179,54.940,71.351,45.247,39.342,56.970,71.767,44.407,41.549,0.000
2025-07-10 09:00:00,54.940,73.087,45.510,39.277,54.940,72.364,45.956,39.405,56.970,72.739,45.065,41.577,0.000
2025-07-10 10:00:00,54.940,73.949,45.669,39.400,55.950,73.258,46.134,39.502,56.970,73.580,45.228,41.655,0.003
2025-07-10 11:00:00,54.940,76.993,45.921,40.158,55.950,76.360,46.385,40.255,56.205,76.535,45.474,42.478,0.000
2025-07-10 12:00:00,54.940,77.058,45.533,39.463,55.950,76.475,45.990,39.557,55.950,76.593,45.089,41.672,0.000
2025-07-10 13:00:00,54.940,79.896,44.717,39.755,56.715,79.221,45.142,39.986,55.445,79.389,44.213,42.172,0.000
2025-07-10 14:00:00,54.940,81.737,44.735,39.432,56.970,81.035,45.155,39.536,54.940,81.207,44.233,41.836,0.000
2025-07-10 15:00:00,55.950,80.355,44.466,38.121,56.970,79.805,44.868,38.250,54.440,79.766,44.089,40.385,0.000
2025-07-10 16:00:00,55.950,83.024,44.319,38.802,56.970,82.378,44.720,39.013,53.940,82.366,43.843,41.185,0.000
2025-07-10 17:00:00,55.950,83.385,43.992,38.067,56.970,82.809,44.354,38.341,53.940,82.692,43.552,40.431,0.000
2025-07-10 18:00:00,56.715,82.435,43.778,37.365,57.225,81.913,44.133,37.555,52.950,81.750,43.391,39.517,0.000
2025-07-10 19:00:00,56.970,82.922,44.149,37.455,57.990,82.382,44.523,37.572,52.950,82.286,43.693,39.602,0.000
2025-07-10 20:00:00,56.970,82.752,44.464,37.401,57.735,82.266,44.826,37.507,52.950,82.114,44.052,39.500,0.000
2025-07-10 21:00:00,56.970,83.118,44.728,37.308,57.735,82.656,45.074,37.402,52.950,82.483,44.297,39.341,0.000
2025-07-10 22:00:00,56.970,83.667,44.846,37.137,56.970,83.235,45.180,37.194,52.455,83.058,44.397,39.127,0.000
2025-07-10 23:00:00,57.225,83.812,44.899,37.058,57.225,83.408,45.215,37.097,51.960,83.201,44.447,39.011,0.000
2025-07-11 00:00:00,57.990,84.286,44.842,36.880,57.480,83.865,45.151,36.885,51.960,83.682,44.389,38.820,0.000
2025-07-11 01:00:00,57.735,84.196,44.682,36.819,56.715,83.810,44.965,36.828,51.960,83.590,44.260,38.723,0.000
2025-07-11 02:00:00,57.735,84.452,44.745,36.816,56.970,84.081,45.009,36.824,51.717,83.854,44.315,38.685,0.000
2025-07-11 03:00:00,56.970,84.523,44.742,36.776,56.970,84.166,44.987,36.784,51.232,83.933,44.313,38.616,0.000
2025-07-11 04:00:00,57.225,84.688,43.531,36.479,56.970,84.343,43.756,36.484,50.990,84.109,43.117,38.294,0.000
2025-07-11 05:00:00,57.480,84.919,42.824,36.373,56.205,84.574,43.030,36.389,50.505,84.339,42.428,38.197,0.000
2025-07-11 06:00:00,56.715,84.520,42.719,36.250,55.950,84.196,42.905,36.251,50.020,83.959,42.342,38.037,0.000
2025-07-11 07:00:00,56.970,84.140,42.636,36.190,55.445,83.821,42.807,36.185,49.535,83.607,42.258,37.963,0.000
2025-07-11 08:00:00,56.970,83.570,42.514,36.021,54.940,83.249,42.670,36.006,49.778,83.066,42.143,37.773,0.000
